scripts/phase14b3_readiness_report.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	
scripts/phase14c1_ny_window_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 14C-1 NY window research — fast lookback enrich.
scripts/phase14c1_session_window_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 14C-1 Session Window Recovery — research only (10-17 vs 9-17).
scripts/phase14c2_reclaim_softening.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 14C-2 Asian Reclaim Softening — research only (no live changes).
scripts/phase14c3_bos_sensitivity.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 14C-3 BOS Sensitivity Audit — research only (no live changes).
scripts/phase16a_displacement_intelligence.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 16A runner — Institutional Displacement Intelligence (research only).
scripts/phase16b_ob_fvg_confluence.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 16B — OB+FVG Institutional Confluence comparison (research only).
scripts/phase16c_regime_ensemble.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 16C — Regime-Aware ML Ensemble runner (research only).
scripts/phase17a_pa_session_heatmap.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 17A — PA session heatmap + last-500 live forensic replay (research only).
scripts/phase17b_bos_reclaim_truth.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 17B — BOS/Reclaim Truth Engine (research only, no live changes).
scripts/phase18a_dataset_expansion.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 18A — ML Dataset Expansion Pipeline (RESEARCH ONLY). Collects all NY-session PA sweep setups from 180d XAUUSD M5, labels TP/SL/timeout within 24 bars, enriches MFE/MAE, splits by regime, and joins live quality telemetry. Does not enable live ML. Does not change live.py or execution flags.
scripts/phase18b_meta_retraining.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 18B ? Regime-aware PA meta-labeler retraining (RESEARCH / SHADOW ONLY). USE_ML_KERNEL stays false. No router or execution patch.
scripts/phase19a_reclaim_intelligence.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 19A ? Live Reclaim Intelligence (replay + telemetry only). No live trading-logic changes. PATCH_APPLIED=NO.
scripts/phase19b_label_quality.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 19B ? Institutional ML label quality upgrade (research only). Multi-horizon labels, soft timeout conversion, triple-class dataset. Does not overwrite Phase 18A files. Does not enable live ML.
scripts/phase19c_shadow_meta.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 19C ? Shadow Meta Truth Monitor (research / shadow only). Scores every raw PA setup with the current M5 meta-labeler. Does not change live decisions. USE_ML_KERNEL=false.
scripts/phase20a_bos_live_parity.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 20A — PA BOS Live Parity Audit. Replay-only. Does not change live logic, config, or execution flags. PATCH_APPLIED=NO.
scripts/phase20b_meta_shadow_demotion.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 20B — Meta Shadow Demotion Audit. Research/shadow only. Does not change live decisions or config. USE_ML_KERNEL=false. PATCH_APPLIED=NO.
scripts/phase20c_mss_fvg_tests.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 20C — Shadow tests of MSS / FVG / CISD / session / HTF / stale-sweep. Research only. No live logic or config changes. PATCH_APPLIED=NO.
scripts/phase20y2_choch_bridge.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 20Y-2 ? CHoCH continuation bridge 90d replay certification.
scripts/phase20y3_meta_observer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 20Y-3 — Meta observer vs Meta gate, 30d PA shadow comparison.
scripts/phase21a_setup_formation_lab.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 21A — PA setup formation root-cause lab (READ-ONLY, no live patches).
scripts/phase21b_hour15_realign.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 21B — Hour-15 vs baseline 10-17, 180d PA replay (no Meta/RiskGate changes).
scripts/phase21c_health_snapshot.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 21C — live telemetry health snapshot (read-only).
scripts/phase21d_meta_false_negative_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 21D — join Meta rejects to 24-bar MFE outcomes (research; no live gating change).
scripts/phase22a_strategy_discovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 22A — PA strategy discovery lab (research-only, no live patches, no Meta).
scripts/phase22b_strategy_certification.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 22B — robust strategy certification (research-only, no live patches). Certifies only Phase 22A candidates. Model B is the sole 22A candidate. No parameter search is added. Live files are not modified.
scripts/phase22c_meta_v2.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 22C model-specific Meta v2. Research only. No live patches.
scripts/phase22d_portfolio_router.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 22D multi-strategy portfolio router backtest. Research only. No live patches.
scripts/phase22e_forward_demo.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 22E 10-day forward demo certification. Research/shadow only. No live patches. Runs only Phase 22B certified engines. 22B certified none, so no new demo portfolio is started. Existing PA demo logs are audited observationally.
scripts/phase23a_multi_strategy_discovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 23A - multi-strategy alpha discovery lab (research-only, no live patches).
scripts/phase23b_strategy_certification.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 23B ? Alpha candidate certification (research-only, no live patches). Certifies only explicit Phase 23A candidates. No parameter search. Live files untouched.
scripts/phase23c_portfolio_router.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 23C - Portfolio router promotion candidate (research-only, no live enable). Uses only Phase 23B-certified engines for portfolio routing. Compares PA / ORB / Momentum isolated baselines vs regime-aware multi-engine portfolio.
scripts/phase24a_specialized_certification.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	PHASE 24A - specialized alpha certification (research-only, no live patches).
scripts/phase24b_orb_forward_demo.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24B ORB forward demo CLI (research-only).
scripts/run_phase11_5_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 11.5 — research-only optimization & bias audit (no live orders).
scripts/run_phase12_1_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 12.1 — strategy architecture audit CLI (read-only).
scripts/run_phase12_health_check.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 12 — pre-live health check CLI.
scripts/run_phase12_live_pilot.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 12 — controlled live pilot CLI.
scripts/run_phase13_10_router_final.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.10 — trend contribution expansion and final router validation CLI.
scripts/run_phase13_2_regime.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.2 — market regime detection research CLI.
scripts/run_phase13_3_trend.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.3 — trend strategy research CLI.
scripts/run_phase13_4_trend_ml.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.4 — trend ML enhancement research CLI.
scripts/run_phase13_5_router.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.5 — regime router research CLI.
scripts/run_phase13_6_optimizer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.6 — router optimizer research CLI.
scripts/run_phase13_7_stability.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.7 — router stability research CLI.
scripts/run_phase13_8_trend_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.8 — trend recovery research CLI.
scripts/run_phase13_9_unified_router.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13.9 — unified router research CLI.
scripts/run_phase14_10_stability.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 — walk-forward stability recovery CLI.
scripts/run_phase14_10_stage1_yearly.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 1 — fast yearly statistics CLI.
scripts/run_phase14_10_stage2_drift.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 2 — yearly drift analysis CLI.
scripts/run_phase14_10_stage3_threshold.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 3 — per-year threshold replay CLI.
scripts/run_phase14_10_stage4_policy.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 4 — adaptive threshold policy CLI.
scripts/run_phase14_10_stage5_report.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 5 — final report CLI.
scripts/run_phase14_1_decision_test.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.1 — decision engine integration test CLI (no execution).
scripts/run_phase14_2a_calibration.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.2A — confidence calibration research CLI (no execution).
scripts/run_phase14_2b_risk.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.2B — adaptive risk intelligence CLI (no execution).
scripts/run_phase14_3_quality.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.3 — trade quality intelligence CLI (no execution).
scripts/run_phase14_4_optimizer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.4 — signal optimization & opportunity recovery CLI.
scripts/run_phase14_5_confidence_optimizer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.5 — confidence operating point optimization CLI.
scripts/run_phase14_6_calibration_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.6 — calibration recovery CLI.
scripts/run_phase14_7_pipeline_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.7 — end-to-end pipeline validation CLI.
scripts/run_phase14_8_stress_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.8 — full robustness & stress validation CLI.
scripts/run_phase14_9_stability.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.9 — multi-regime stability CLI.
scripts/run_phase15a_preparation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15A — production integration preparation CLI.
scripts/run_phase15b_kernel_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15B — kernel integration validation CLI.
scripts/run_phase15c_monitoring.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15C — live monitoring and observability CLI.
scripts/run_phase15d_shadow.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15D — shadow mode live safety validation CLI.
scripts/run_phase15e_shadow_debug.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15E — shadow mode signal failure diagnosis CLI.
scripts/run_phase15f_confidence_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15F — confidence gate recovery CLI.
scripts/run_phase15g_confidence_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15G — frozen bundle confidence analysis CLI.
scripts/run_phase15h_confidence_mapping.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15H — confidence scale mapping CLI.
scripts/run_phase15i_range_recovery.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15I — range engine recovery CLI.
scripts/run_phase15j_rootcause.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15J — trend engine root cause trace CLI (read-only).
scripts/run_phase15k_ceiling_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 15K — trend RF ceiling analysis CLI (read-only).
scripts/run_phase16a_alignment.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 16A — trend feature distribution aligner validation CLI.
scripts/run_phase16b_kernel_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 16B — kernel-level validation and throughput stress test.
scripts/run_phase16c_trend_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 16C — TREND engine throughput root analysis (read-only).
scripts/run_phase16d_feature_study.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 16D — Trend feature ceiling expansion study (read-only).
scripts/run_phase17a_blueprint.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 17A — integrated TREND recovery blueprint (read-only).
scripts/run_phase17b_retrain_lab.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 17B — offline RF+Top5 chronological retrain lab (research only).
scripts/run_phase17c_shadow_bundle.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 17C — shadow bundle validation (research only).
scripts/run_phase18a_shadow_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 18A — live shadow validation (no production impact, zero live orders).
scripts/run_phase18b_go_live.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 18B — controlled live gate (final GO/NO-GO).
scripts/run_phase18c_prelive.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 18C — pre-live verification (market closed, no trading).
scripts/run_phase19a_profitability_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 19A — profitability audit (read-only).
scripts/run_phase19b_profitability_optimization.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 19B — profitability optimization (research only).
scripts/run_phase19c_profitability_upgrade.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 19C — safe profitability upgrade validation.
scripts/run_phase19d_certification.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 19D — final production certification (read-only).
scripts/run_phase20a_live_deployment.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 20A — controlled live capital deployment.
scripts/run_phase20b_stabilization.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 20B — live trading stabilization & performance control (read-only).
scripts/run_phase20c_broker_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 20C — real broker execution validation (read-only).
scripts/verify_phase2_live_ready.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 2 readiness — demo guard, Telegram optional, reporting scripts.
scripts/verify_phase4_live_ready.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 4 readiness — prop preset, drift monitor, slippage/spread reporting.
tradingbot/backtest/phase116_source_planning.py			
tradingbot/backtest/phase116_source_research.py			
tradingbot/backtest/phase1b_metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 1B — extended PA+Meta backtest metrics + Monte Carlo on R-multiples.
tradingbot/ml/phase19c/orchestrator.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 19C — safe profitability upgrade orchestrator.
tradingbot/ml/research/documentation_freshness/run.py	2026-09-09 05:26:55 +0330	update project files	Scan documentation freshness. Canonical snapshot writes are opt-in.
tradingbot/ml/research/documentation_operationalization/__init__.py	2026-09-09 05:26:55 +0330	update project files	Verification-only operationalization audit.
tradingbot/ml/research/documentation_verification/__init__.py	2026-09-09 05:26:55 +0330	update project files	Single documentation/memory verification entry. No production trading imports.
tradingbot/ml/research/full_repo_audit/__init__.py	2026-09-09 05:26:55 +0330	update project files	Phase 1.5.61 — full repository knowledge audit (offline, no live I/O).
tradingbot/ml/research/live_bt/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Live backtest gate — strict pre-paper validation (research only).
tradingbot/ml/research/live_bt/backtest_gate.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	BACKTEST_GATE — strict pre-paper backtest validation (research only).
tradingbot/ml/research/live_bt/rr_production_research.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	RR_PRODUCTION_RESEARCH — VOL_REGIME RR sweep + TQ counterfactual (research only).
tradingbot/ml/research/live_l1/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L1 live data foundation package.
tradingbot/ml/research/live_l1/build_v8_dataset.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L1 — build v8 enriched dataset from fullest candles + v7 features (research only).
tradingbot/ml/research/live_l1/expand_v8_labels.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L1b — expand v8 labels on unlabeled rows (production SL/TP + research RR=1.0).
tradingbot/ml/research/live_l2/edge_discovery_l26.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L2.6 — combined edge test: PULLBACK_VWAP + ATR2.0/RR1.0 + v8 TREND ML filter (research only).
tradingbot/ml/research/live_l2/edge_discovery_l27.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L2.7 — RR fine-tune + multi-signal sweep at RR~1.0 (research only).
tradingbot/ml/research/live_l4/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L4 live ML on proven edge package.
tradingbot/ml/research/live_l4/signal_ml_refinement.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L4 — ML refinement on proven PULLBACK_VWAP signal only (research only).
tradingbot/ml/research/live_l4/v8_regime_ml_test.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	L4-prep — v8 enriched dataset regime ML test vs v7 baseline (research only).
tradingbot/ml/research/pa_live_audit/root_cause.py	2026-09-09 05:26:55 +0330	update project files	Phase 1.5.59 — ranked live-failure / parity findings from repository evidence only.
tradingbot/ml/research/pa_live_audit/run.py	2026-09-09 05:26:55 +0330	update project files	Write Phase 1.5.56–60 research report JSON. Offline only.
tradingbot/ml/research/phase13c/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13C - Adaptive + ML Hybrid v2 (RESEARCH ONLY).
tradingbot/ml/research/phase13c/adaptive_quality_v2.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 13C - Adaptive Quality v2 + ML confirmation (RESEARCH ONLY). Dynamic weight budgets always sum to 100. ML adds points; never replaces direction. Not wired to live routing or order execution.
tradingbot/ml/research/phase14_10/stage1_yearly_statistics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 1 — fast per-year statistics (no MC / WF / threshold search).
tradingbot/ml/research/phase14_10/stage2_drift_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 2 — yearly drift analysis from Stage 1 JSON only.
tradingbot/ml/research/phase14_10/stage3_threshold_replay.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 3 — per-year threshold replay (no retrain / no full rebuild).
tradingbot/ml/research/phase14_10/stage4_adaptive_threshold_policy.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 4 — adaptive threshold policy from Stage 1+3 JSON only.
tradingbot/ml/research/phase14_10/stage5_final_report.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 14.10 Stage 5 — final report summarization from prior stage JSON only.
tradingbot/ml/research/phase17b/orchestrator.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 17B — offline RF+Top5 retrain lab orchestrator.
tradingbot/ml/research/phase1b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 1B package.
tradingbot/ml/research/phase1b/pa_full_cert.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 1B — full PA+Meta backtest certification (cache-only, HTF bypass).
tradingbot/ml/research/phase22aa/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AA — impact radius forensics.
tradingbot/ml/research/phase22aa/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AA — overfitting_risk_decreased impact radius forensics.
tradingbot/ml/research/phase22ab/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AB — freeze path authority forensics.
tradingbot/ml/research/phase22ab/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AB — freeze path authority forensics.
tradingbot/ml/research/phase22ac/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AC — freeze integration radius investigation (read-only).
tradingbot/ml/research/phase22ac/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AC — freeze integration radius investigation (repository only).
tradingbot/ml/research/phase22ad/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AD — runtime authority trace (repository only).
tradingbot/ml/research/phase22ae/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AE — freeze decision forensics (read-only).
tradingbot/ml/research/phase22ae/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AE — freeze decision forensics (repository only).
tradingbot/ml/research/phase22af/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AF — freeze pipeline repair design (research only).
tradingbot/ml/research/phase22af/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AF — freeze pipeline repair design (research only).
tradingbot/ml/research/phase22ag/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AG — acceptance gate calibration forensics.
tradingbot/ml/research/phase22ag/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AG — acceptance gate calibration forensics (research only).
tradingbot/ml/research/phase22ah/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AH — numeric acceptance rule validation (research only).
tradingbot/ml/research/phase22ah/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AH — numeric acceptance rule validation (research only).
tradingbot/ml/research/phase22ai/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AI — acceptance patch + freeze bridge prototype.
tradingbot/ml/research/phase22ai/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AI — acceptance patch regression + freeze bridge prototype.
tradingbot/ml/research/phase22aj/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AJ — production freeze authority wiring.
tradingbot/ml/research/phase22aj/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AJ — production freeze authority wiring report.
tradingbot/ml/research/phase22aj0/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AJ0 — winner authority resolution.
tradingbot/ml/research/phase22aj0/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AJ0 — winner authority resolution (research only).
tradingbot/ml/research/phase22ak/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AK — controlled end-to-end model freeze execution.
tradingbot/ml/research/phase22al/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AL — production candidate live validation.
tradingbot/ml/research/phase22al/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22AL — production candidate live validation report.
tradingbot/ml/research/phase22b/run_capability_audit.py	2026-09-09 05:26:55 +0330	update project files	Phase 22B — READ-ONLY capability audit. Does not modify production code.
tradingbot/ml/research/phase22c/run_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22C — multi-timeframe validation backtests + hold-chain report.
tradingbot/ml/research/phase22d/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22D — engine root cause investigation.
tradingbot/ml/research/phase22d/run_forensics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22D — full engine forensic audit (read-only + report generation).
tradingbot/ml/research/phase22e/delta.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — delta report vs Phase 19D, 20B, 22B, 22D.
tradingbot/ml/research/phase22e/montecarlo.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — Monte Carlo on trade order, spread, slippage, missing trades, latency.
